,occupation
9078,0
9107,12
9135,0
9157,0
9201,
9202,6
9276,0
9344,-1
9354,1
9371,15
9404,-1
9418,7
9455,7
9608,24
10022,1
10086,26
10105,7
10129,8
10188,7
10203,7
10222,16
10229,26
10287,9
10291,0
10292,26
10324,8
10357,0
10532,-1
10533,-1
10541,0
10554,0
10566,7
10617,26
10665,0
10700,1
10758,0
10822,0
10853,0
10860,9
10889,0
10900,13
10924,6
10963,6
10988,9
11013,7
11068,9
11077,4
11083,9
11090,-1
11155,0
11171,22
11191,-1
11210,7
11218,8
11250,12
11259,6
11269,0
11292,0
11307,19
11312,0
11318,0
11340,7
11368,0
11373,0
11375,0
11383,1
11418,0
11421,4
11438,
11458,0
11474,0
11476,12
11488,15
11493,0
11495,26
11497,
11511,16
11540,0
11547,9
11552,4
11571,13
11581,0
11594,1
11601,23
11603,0
11612,0
11621,7
11629,0
11637,18
11645,0
11671,26
11695,0
11697,
11736,1
11737,0
11761,0
11765,0
11770,1
11777,1
11781,-1
11816,24
11818,1
11822,6
11835,-1
11853,22
11856,1
11896,6
11927,13
11941,23
11945,
11946,-1
11947,7
11951,
11960,6
11969,0
11970,1
11978,
11986,
11995,13
12001,0
12006,6
12013,1
12014,14
12015,1
12025,6
12027,-1
12037,1
12041,13
12051,13
12052,1
12061,0
12069,9
12079,13
12111,-1
12114,0
12125,0
12149,21
12166,26
12202,2
12203,6
12205,
12230,23
12234,0
12244,-1
12257,
12283,6
12289,
12297,26
12301,1
12306,22
12317,
12326,0
12340,1
12351,0
12362,
12369,0
12373,0
12377,22
12378,0
12388,6
12414,
12419,-1
12442,1
12445,0
12446,0
12471,
12474,0
12485,23
12494,6
12499,1
12500,13
12506,-1
12521,4
12525,0
12530,2
12540,0
12548,0
12563,1
12564,13
12578,13
12584,
12590,6
12593,14
12599,13
12620,6
12635,0
12649,0
12665,6
12669,4
12670,
12699,0
12745,0
12751,6
12752,16
12755,6
12757,6
12763,1
12766,13
12774,9
12782,4
12789,22
12818,2
12824,0
12826,0
12831,2
12862,23
12870,0
12872,1
12897,22
12907,0
12933,6
12943,0
12952,19
12954,1
12992,7
13003,22
13032,0
13035,13
13042,0
13051,0
13053,0
13059,15
13060,6
13066,1
13080,14
13082,6
13083,13
13097,0
13102,
13115,
13136,0
13142,16
13180,12
13219,1
13239,6
13249,0
13255,-1
13271,0
13304,0
13316,6
13332,0
13362,6
13441,9
13452,22
13631,7
13745,-1
13958,26
14078,
14182,1
14213,0
14252,7
14253,0
14258,1
14305,13
14326,-1
14336,13
14348,6
14350,0
14371,13
14402,1
14416,1
14441,7
14503,1
14535,0
14556,
14565,4
14638,2
14647,13
14690,0
14707,7
14713,7
14754,19
14757,7
14787,0
14803,20
14881,1
14913,0
14922,7
14926,0
14946,16
14959,1
14962,0
14963,
14973,1
14994,0
15014,20
15018,13
15020,0
15029,-1
15034,-1
15052,12
15065,-1
15105,9
15108,0
15117,9
15124,6
15126,0
15160,0
15163,16
15167,6
15178,9
15183,0
15184,0
15186,16
15189,1
15195,0
15208,22
15214,13
15220,-1
15223,0
15227,0
15271,
15275,0
15277,1
15283,6
15285,
15301,23
15302,
15316,22
15322,9
15330,26
15334,0
15343,0
15355,0
15360,0
15364,22
15383,13
15387,-1
15397,13
15412,
15415,6
15419,0
15420,0
15431,7
15432,6
15434,0
15447,1
15476,0
15480,0
15484,16
15494,0
15501,2
15505,13
15509,9
15515,13
15516,0
15524,1
15530,1
15552,1
15566,16
15586,6
15588,
15599,0
15621,1
15635,1
15638,26
15639,13
15655,14
15673,0
15691,22
15709,0
15723,1
15737,1
15741,
15748,12
15749,0
15758,2
15769,
15784,2
15818,23
15825,1
15844,16
15864,13
15874,7
15894,
15906,13
15931,1
15936,0
15949,0
15952,8
15961,-1
15967,
15977,1
15994,11
15995,6
16000,
16009,
16016,-1
16022,13
16038,17
16074,19
16099,7
16103,0
16128,7
16142,-1
16154,0
16176,6
16192,
16195,9
16210,0
16227,12
16230,26
16231,13
16236,1
16247,0
16264,-1
16267,9
16302,6
16314,15
16332,6
16364,1
16394,0
16395,1
16400,1
16401,19
16403,0
16408,15
16416,20
16424,0
16458,1
16460,9
16485,22
16491,1
16497,0
16499,-1
16503,0
16511,1
16519,0
16540,-1
16546,6
16560,0
16564,6
16569,0
16590,0
16592,0
16596,0
16623,13
16634,
16641,0
16649,0
16652,1
16654,12
16684,20
16685,1
16691,13
16713,23
16726,23
16727,9
16728,0
16730,-1
16766,7
16778,-1
16783,9
16785,6
16796,0
16803,0
16833,
16881,15
16886,-1
16912,6
16915,6
16984,24
17015,24
17026,1
17033,21
17049,9
17089,24
17108,-1
17176,6
17189,26
17204,24
17209,2
17221,0
17331,2
17942,7
17995,24
18062,
18123,7
18124,0
18150,13
18176,7
18193,0
18223,0
18249,8
18276,26
18279,0
18328,
18362,7
18467,6
18513,0
18514,12
18537,0
18577,-1
18579,7
18596,0
18602,0
18605,14
18614,14
18631,24
18636,0
18655,7
18669,16
18674,2
18719,6
18722,7
18728,14
18770,1
18793,24
18803,
18829,-1
18852,1
18867,0
18880,0
18885,0
18907,7
18972,7
19045,19
19080,12
19109,2
19111,9
19123,9
19125,18
19135,1
19140,1
19151,1
19172,0
19183,1
19201,9
19240,7
19243,1
19316,0
19359,13
19399,7
19412,0
19534,7
19582,6
19601,13
19605,0
19619,1
19717,0
19741,0
19926,1
19957,7
20067,7
20142,0
20267,
20276,
20288,9
20313,-1
20346,7
20380,-1
20399,7
20420,
20426,1
20433,-1
20441,7
20500,6
20563,0
20607,0
20699,7
20707,7
20715,7
20729,1
20740,9
20763,15
20769,-1
20786,1
20826,0
20836,0
20858,
20942,7
20978,0
21018,
21058,12
21060,2
21067,0
21084,13
21085,1
21101,
21240,
21432,0
21442,13
21444,11
21459,1
21464,7
21471,15
21477,26
21484,7
21506,7
21598,0
21603,0
21647,9
21660,0
21665,
21711,6
21743,0
21850,0
21902,13
21908,1
21950,1
21970,0
22199,0
22318,1
22399,1
22403,0
22455,1
22585,-1
22597,23
22599,14
22610,6
22661,
22698,1
22717,-1
22768,-1
22783,7
22785,22
22814,16
22939,
22965,7
23038,
23134,13
23136,0
23141,0
23244,4
23265,7
23287,15
23347,14
23389,-1
23459,0
23473,2
23481,22
23508,7
23519,1
23592,0
23596,1
23616,26
23634,0
23669,21
23737,-1
23796,1
23803,0
23806,0
23834,7
23841,0
23858,13
23865,13
23885,0
23886,0
23890,-1
23891,1
23943,
23946,15
23956,0
23957,0
23986,23
23998,0
24004,26
24005,12
24009,-1
24021,0
24022,
24046,1
24085,0
24092,-1
24114,6
24125,13
24132,23
24138,8
24151,4
24167,0
24176,19
24181,0
24192,0
24198,
24200,7
24227,12
24267,7
24308,20
24309,1
24361,13
24377,13
24501,6
24544,0
24559,24
24565,
24593,6
24605,20
24619,0
24654,6
24657,23
24659,13
24664,10
24665,13
24666,13
24671,12
24676,-1
24697,23
24700,
24705,1
24739,12
24745,13
24748,0
24766,4
24770,13
24782,0
24787,7
24798,
24802,0
24806,0
24831,24
24832,-1
24835,6
24837,0
24842,0
24851,7
24853,22
24854,6
24855,2
24856,0
24874,13
24880,13
24929,16
24939,0
24958,12
24960,16
24975,23
24978,16
25010,16
25013,13
25025,0
25039,6
25070,
25080,-1
25099,0
25100,0
25107,6
25117,13
25124,13
25134,7
25149,0
25150,14
25157,9
25170,9
25197,6
25217,
25223,-1
25247,19
25261,
25313,6
25326,0
25335,11
25342,0
25358,26
25390,22
25393,-1
25398,0
25399,5
25418,4
25422,6
25447,17
25449,13
25454,-1
25462,7
25464,6
25465,7
25474,7
25487,-1
25492,0
25510,6
25514,9
25516,0
25522,1
25539,0
25542,
25547,
25548,9
25552,0
25554,9
25559,17
25563,4
25586,1
25596,16
25611,7
25613,12
25642,-1
25645,
25655,0
25670,0
25704,0
25708,0
25716,6
25717,2
25719,1
25723,-1
25728,0
25734,12
25737,7
25739,-1
25744,
25749,
25764,0
25765,16
25779,6
25791,-1
25798,1
25814,2
25815,0
25818,-1
25848,0
25865,15
25871,16
25903,-1
25905,6
25906,
25913,9
25919,0
25967,0
25989,16
25996,23
26000,-1
26023,9
26024,6
26045,6
26059,1
26069,0
26079,7
26081,9
26127,9
26128,1
26152,9
26360,
26448,15
26632,
26837,1
26841,23
26858,7
26977,26
26978,7
27005,7
27015,
27124,-1
27175,7
27274,0
27322,9
27389,
27428,13
27466,7
27501,
27586,1
27643,0
27646,7
27731,9
27732,0
27747,7
27754,11
27828,-1
27887,0
27933,0
27936,26
27937,0
27947,
27967,0
27974,7
27975,15
27976,0
27985,9
27994,13
28018,0
28046,0
28048,-1
28066,14
28079,13
28085,1
28094,6
28098,0
28120,7
28132,0
28157,7
28177,0
28204,20
28237,0
28242,1
28244,0
28258,
28262,26
28268,0
28275,
28282,0
28283,7
28291,7
28293,23
28312,0
28336,7
28343,0
28358,0
28374,0
28380,0
28382,0
28384,8
28419,0
28433,6
28434,13
28448,0
28454,13
28465,6
28486,6
28524,
28525,8
28546,26
28557,7
28558,12
28575,0
28626,0
28631,12
28632,1
28633,0
28645,1
28650,13
28663,
28666,13
28670,13
28671,0
28689,0
28707,0
28708,0
28725,6
28740,7
28754,12
28769,-1
28791,26
28817,
28824,-1
28847,4
28859,0
28866,15
28875,
28896,13
28909,6
28919,1
28926,20
28942,1
28956,-1
29011,
29012,0
29014,13
29037,1
29040,0
29044,4
29104,
29105,0
29124,-1
29143,
29157,26
29171,1
29173,0
29176,-1
29199,0
29200,1
29208,
29217,0
29262,0
29272,0
29293,4
29294,11
29319,0
29343,9
29356,6
29376,7
29379,14
29385,0
29404,2
29449,0
29473,8
29482,0
29500,6
29502,0
29506,9
29508,24
29512,0
29517,15
29521,6
29522,1
29529,6
29534,
29546,0
29601,10
29615,0
29640,1
29642,-1
29656,0
29660,-1
29683,-1
29721,6
29727,6
29757,20
29783,6
29809,
29844,0
29850,19
29857,0
29860,0
29873,1
29879,0
29882,0
29897,13
29912,0
29930,13
29934,0
29962,9
29985,1
29994,0
30000,0
30022,14
30037,0
30038,1
30043,6
30052,0
30066,22
30099,1
30145,0
30165,12
30206,4
30415,23
30429,0
31077,23
31082,
31190,24
31193,22
31224,17
31348,0
31357,23
31390,23
31395,0
31396,4
31465,0
31495,1
31534,11
31603,4
31777,0
31803,6
31822,0
31845,1
31940,15
31962,0
31969,0
31970,0
31981,23
32010,0
32025,-1
32091,-1
32095,
32117,9
32142,0
32150,6
32173,26
32178,6
32199,0
32275,4
32278,7
32285,9
32289,0
32313,22
32377,7
32463,0
32483,18
32484,
32490,1
32522,0
32530,15
32543,0
32566,0
32571,
32604,13
32607,0
32622,6
32623,1
32626,22
32631,1
32648,12
32649,20
32659,13
32668,4
32690,0
32691,13
32714,0
32722,9
32723,0
32738,23
32740,-1
32741,8
32747,6
32754,-1
32756,0
32757,16
32761,-1
32763,-1
32773,0
32774,13
32778,-1
32793,20
32814,6
32831,0
32849,16
32853,20
32854,6
32855,6
32884,1
32907,0
32920,6
32931,2
32939,13
32941,9
32948,15
32957,0
32962,0
32979,0
32984,24
33013,0
33015,
33018,6
33019,
33055,-1
33065,
33071,
33089,
33097,6
33112,
33117,
33123,6
33149,0
33166,0
33169,0
33186,7
33198,
33200,12
33209,21
33214,20
33239,
33242,13
33246,16
33249,26
33251,
33252,9
33256,11
33265,1
33281,18
33303,1
33308,0
33313,13
33317,
33318,0
33322,0
33323,1
33328,0
33333,0
33352,6
33360,0
33385,0
33392,13
33403,14
33404,13
33408,13
33432,23
33435,9
33439,6
33444,22
33448,12
33475,15
33476,0
33478,21
33489,26
33493,-1
33500,12
33508,0
33512,7
33514,-1
33516,1
33551,0
33558,6
33559,4
33566,1
33571,0
33577,6
33589,23
33595,14
33613,1
33624,1
33627,12
33630,1
33632,0
33640,23
33657,-1
33664,2
33667,
33674,17
33682,-1
33689,6
33690,15
33696,0
33707,0
33721,24
33739,23
33744,6
33760,1
33761,-1
33773,0
33780,0
33790,0
33793,6
33795,13
33801,7
33802,1
33804,
33818,1
33822,13
33828,0
33832,12
33833,1
33837,1
33838,12
33848,18
33856,
33885,0
33890,13
33894,12
33904,0
33906,18
33916,1
33936,0
33942,0
33975,16
33984,0
33989,24
33992,0
33995,0
34016,
34023,1
34028,0
34036,
34040,7
34044,0
34054,
34056,13
34057,7
34063,6
34069,0
34077,0
34084,6
34089,4
34092,
34106,22
34117,-1
34121,-1
34125,16
34126,1
34133,22
34134,0
34149,6
34163,
34169,11
34175,7
34191,7
34196,
34206,19
34224,13
34234,0
34242,0
34256,6
34257,-1
34265,13
34276,0
34289,-1
34382,14
34388,0
34418,0
34436,0
34512,0
34516,
34536,1
34585,7
34591,-1
34625,6
34720,
34738,13
34746,0
34866,22
34990,6
35344,1
35469,15
35534,24
35622,23
35642,6
35667,12
35680,0
35715,0
35723,1
35803,0
35826,7
35868,4
35883,-1
36049,-1
36060,1
36073,1
36113,7
36125,-1
36192,6
36195,4
36208,-1
36216,1
36269,19
36322,0
36347,0
36349,
36440,7
36468,
36478,0
36518,23
36550,0
36585,0
36596,26
36620,1
36631,7
36674,4
36745,0
36896,24
36919,0
36940,6
36957,
36967,13
36975,7
36994,7
36998,
37007,1
37012,0
37039,2
37068,0
37079,0
37097,6
37103,1
37119,0
37121,19
37122,26
37128,0
37155,13
37157,-1
37161,1
37173,23
37201,7
37214,0
37226,6
37241,6
37261,0
37262,-1
37272,8
37276,1
37295,13
37314,0
37320,1
37341,-1
37344,13
37394,16
37399,26
37400,0
37411,0
37432,
37433,6
37436,13
37444,0
37454,0
37469,0
37480,0
37486,2
37487,1
37494,1
37502,4
37507,24
37557,24
37563,13
37574,0
37577,15
37578,13
37580,0
37595,26
37604,1
37612,6
37643,4
37674,9
37686,0
37705,1
37718,-1
37723,9
37724,0
37725,23
37733,1
37741,0
37743,19
37786,0
37790,1
37793,7
37795,13
37817,0
37819,9
37833,0
37839,26
37850,9
37869,6
37870,0
37873,0
37892,-1
37900,0
37924,6
37976,1
38020,0
38023,1
38032,0
38046,0
38048,
38065,6
38070,0
38072,13
38073,0
38077,1
38078,
38084,1
38139,6
38141,1
38148,-1
38165,13
38188,1
38204,6
38240,
38246,
38254,0
38258,23
38259,0
38287,0
38293,7
38304,0
38319,-1
38327,1
38330,0
38333,6
38344,8
38346,1
38379,10
38386,24
38396,7
38397,22
38402,13
38405,1
38430,0
38447,7
38476,6
38477,23
38502,1
38508,1
38517,-1
38525,0
38531,0
38559,13
38581,-1
38601,1
38623,6
38625,13
38656,13
38667,0
38679,1
38680,0
38693,7
38694,15
38700,9
38701,-1
38706,4
38725,1
38745,26
38770,0
38797,1
38806,1
38810,7
38818,6
38822,16
38831,-1
38849,6
38856,
38871,26
38877,0
38886,1
38887,11
38889,0
38911,-1
38914,23
38919,12
38920,1
38924,12
38927,
38933,0
38942,0
38953,6
38962,9
38968,0
38982,1
38987,6
38988,24
38989,1
39010,0
39022,1
39053,4
39109,6
39110,-1
39144,
39170,9
39185,1
39197,6
39198,7
39206,7
39220,1
39222,-1
39230,19
39231,26
39233,12
39271,0
39276,0
39279,8
39298,9
39301,1
39304,16
39306,0
39310,-1
39324,0
39330,0
39346,26
39376,0
39401,19
39402,13
39411,0
39440,0
39449,15
39469,6
39500,0
39505,0
39526,7
39535,16
39539,2
39540,0
39554,0
39557,-1
39565,6
39567,0
39623,0
39636,-1
39649,1
39676,1
39699,16
39742,6
39756,0
39820,0
39869,4
39950,13
39990,0
40064,-1
40071,1
40085,10
40292,7
40473,15
41105,7
41255,15
41318,
41509,13
42067,13
42404,21
42433,0
42570,0
42665,0
42736,0
42907,1
42963,0
43140,0
43210,
43351,15
43440,1
43487,7
43999,-1
44162,7
44260,23
44348,1
44392,0
44648,7
44839,-1
44866,24
45077,7
45191,2
45262,-1
45340,0
45354,22
45668,0
45676,-1
45756,26
45796,
45819,13
45826,0
45871,-1
45888,6
45889,0
45891,2
45900,-1
45903,0
45909,23
45928,1
45931,6
45937,8
45941,0
45951,-1
45953,7
45959,0
45963,4
45980,6
45987,6
45996,13
45998,1
46006,1
46016,6
46020,13
46023,6
46027,-1
46039,0
46047,6
46053,
46061,24
46069,15
46071,0
46073,
46088,0
46095,11
46111,7
46120,7
46123,1
46130,17
46136,12
46146,1
46155,6
46166,22
46176,0
46185,7
46186,6
46198,0
46266,0
46267,0
46274,21
46299,8
46302,1
46303,7
46313,7
46314,26
46318,2
46340,22
46350,13
46353,
46373,4
46379,26
46381,0
46382,0
46399,9
46420,9
46435,0
46439,
46447,1
46477,23
46478,0
46486,
46487,26
46490,1
46502,0
46517,13
46519,1
46522,6
46528,9
46534,-1
46557,9
46572,0
46576,
46580,6
46583,6
46590,
46594,8
46596,0
46650,1
46665,1
46668,7
46671,6
46677,0
46680,10
46705,0
46726,13
46727,
46730,1
46741,0
46744,9
46752,-1
46753,0
46755,22
46762,0
46768,6
46770,
46772,
46776,-1
46777,0
46798,6
46803,7
46807,13
46827,0
46833,0
46848,1
46854,0
46866,0
46877,
46881,1
46884,6
46891,6
46903,7
46911,0
46914,4
46940,22
46941,-1
46959,
46966,9
46976,23
46979,0
46991,0
46995,16
46998,6
47008,
47016,0
47028,0
47045,23
47048,
47060,-1
47067,9
47068,0
47086,0
47098,-1
47104,9
47105,12
47106,2
47130,0
47136,-1
47138,12
47150,0
47157,0
47163,-1
47177,0
47182,0
47189,
47190,-1
47203,-1
47216,1
47219,13
47226,
47229,16
47230,0
47235,0
47236,26
47241,6
47272,-1
47274,6
47275,-1
47282,0
47283,0
47286,22
47290,22
47296,23
47331,0
47353,0
47361,22
47363,0
47373,0
47391,
47397,1
47399,0
47414,9
47417,0
47420,24
47426,0
47430,6
47437,0
47438,0
47451,16
47454,9
47463,14
47485,0
47490,0
47528,
47536,0
47541,12
47567,0
47573,0
47579,22
47587,13
47595,0
47667,-1
47714,7
47755,
47944,0
48010,22
48016,0
48020,
48061,2
48148,0
48152,1
48160,
48201,
48219,0
48240,0
48241,0
48257,4
48266,22
48273,13
48313,0
48325,0
48361,7
48409,-1
48414,6
48448,0
48451,1
48460,7
48462,9
48473,14
48506,8
48521,1
48534,7
48542,6
48544,0
48570,
48571,7
48608,26
48629,
48641,15
48664,6
48667,0
48679,-1
48686,7
48698,1
48721,7
48729,7
48733,6
48739,0
48758,4
48760,7
48794,17
48853,7
48874,13
48887,0
48899,1
48934,0
48988,0
49020,0
49050,15
49092,6
49103,0
49126,14
49161,0
49169,10
49195,-1
49196,-1
49197,7
49238,0
49275,1
49289,11
49439,23
49444,22
49478,
49479,-1
49557,0
49559,1
49581,7
49587,0
49600,7
49601,
49614,0
49617,8
49628,24
49664,0
49676,
49747,13
49761,13
49762,7
49767,-1
49768,0
49773,7
49777,7
49786,0
49791,9
49807,4
49808,4
49838,7
49842,2
49868,-1
49912,7
49926,20
49932,1
49936,2
49950,-1
49958,-1
49991,0
50005,26
50033,21
50043,6
50080,12
50111,1
50149,24
50159,1
50167,14
50193,6
50237,12
50238,6
50262,
50307,0
50324,8
50331,9
50360,0
50370,-1
50446,-1
50475,0
50499,0
50507,15
50513,0
50531,
50567,0
50574,0
50601,11
50627,17
50654,
50730,1
50739,-1
50779,4
50781,0
50797,0
50812,7
50833,9
50841,0
50910,0
50927,0
50998,6
51001,0
51014,14
51038,1
51095,1
51113,1
51536,0
51588,9
51662,24
51735,0
51775,-1
51820,26
51837,0
51839,7
51847,7
51917,26
52102,7
52172,8
52187,4
52237,9
52243,-1
52262,15
52334,9
52505,
52696,1
52795,7
52823,-1
53161,0
53175,8
53225,17
53264,14
53265,-1
53322,0
53328,24
53331,22
53345,23
53352,18
53355,6
53368,-1
53383,7
53409,26
53412,0
53433,0
53474,23
53514,7
53517,0
53520,-1
53529,6
53532,0
53547,1
53569,18
53572,26
53577,6
53578,-1
53584,0
53590,0
53603,15
53614,13
53620,0
53623,22
53626,-1
53631,-1
53637,0
53639,0
53648,22
53656,6
53664,6
53666,0
53668,24
53676,0
53683,23
53685,0
53689,2
53692,0
53706,7
53725,4
53730,12
53734,-1
53746,13
53758,24
53764,24
53782,
53800,20
53804,0
53805,7
53808,0
53818,0
53823,13
53830,13
53831,0
53835,
53847,8
53858,1
53859,0
53868,
53883,6
53891,6
53895,
53899,-1
53912,1
53931,0
53945,23
53946,6
53947,6
53948,22
53951,0
53955,0
53961,0
53964,1
53966,0
53970,6
53974,0
53975,22
53977,-1
53979,-1
53982,-1
53983,2
53993,0
54000,1
54004,1
54007,-1
54012,
54014,1
54017,0
54032,0
54047,1
54050,0
54052,0
54058,12
54059,26
54065,
54086,0
54087,14
54091,0
54095,4
54101,6
54105,7
54109,0
54121,26
54125,0
54127,1
54136,6
54139,16
54140,4
54154,22
54155,
54157,17
54161,0
54171,6
54173,0
54177,0
54178,-1
54180,0
54182,
54183,0
54189,13
54194,0
54195,0
54202,1
54203,14
54205,23
54210,0
54235,0
54250,0
54266,
54274,0
54298,0
54317,1
54326,0
54336,4
54353,11
54358,0
54359,0
54363,0
54369,0
54372,2
54379,6
54380,0
54382,0
54386,-1
54388,18
54390,0
54404,-1
54407,0
54419,6
54423,26
54437,6
54440,11
54445,23
54446,
54447,0
54451,0
54461,0
54462,14
54475,0
54478,0
54485,12
54493,22
54494,2
54496,0
54502,0
54511,9
54516,0
54525,0
54536,1
54544,-1
54546,6
54548,0
54551,19
54554,0
54559,16
54562,9
54564,-1
54566,0
54567,0
54578,7
54585,4
54590,14
54592,26
54603,0
54609,19
54618,-1
54620,6
54625,1
54630,0
54643,1
54652,0
54659,1
54667,1
54668,0
54669,-1
54671,
54681,0
54683,0
54685,0
54691,0
54692,6
54693,4
54694,1
54702,13
54707,0
54709,0
54713,6
54723,13
54730,13
54734,1
54746,6
54749,0
54757,4
54758,
54760,0
54762,0
54763,0
54778,23
54783,6
54793,0
54794,0
54796,0
54799,16
54800,7
54804,9
54806,6
54812,0
54814,0
54823,7
54824,1
54836,17
54837,0
54842,23
54848,23
54859,7
54864,17
54874,1
54894,-1
54909,7
54913,-1
54950,-1
54964,6
54984,-1
54996,0
55006,-1
55010,
55011,12
55159,11
55229,2
55347,
55384,-1
55409,8
55429,
55438,7
55472,4
55476,0
55480,-1
55488,-1
55489,-1
55495,7
55514,13
55527,23
55547,0
55554,0
55562,26
55625,
55659,0
55660,1
55673,0
55700,0
55707,0
55721,12
55738,1
55749,0
55750,1
55753,0
55791,0
55799,8
55812,2
55840,7
55848,16
55868,-1
55879,
55913,0
55924,-1
55935,
55936,7
55941,7
55943,26
55948,1
55961,16
55968,-1
55974,0
55982,0
55992,6
56003,-1
56008,6
56012,7
5,
9,-1
13,0
14,12
16,26
18,-1
19,26
21,9
32,8
37,
43,
47,12
49,-1
52,21
53,-1
55,
62,6
77,8
983,7
1101,22
1322,22
1412,0
1948,-1
2453,
2566,1
2652,10
2732,15
2760,0
2887,1
2931,0
2964,0
3013,0
3041,8
3083,1
3090,21
3112,7
3256,0
3310,6
3932,-1
3990,7
4004,19
4059,12
4086,-1
4092,12
4113,4
4117,21
4122,0
4261,19
4287,0
4311,10
4342,0
4384,26
4396,7
4432,16
4433,
4476,13
4562,0
4565,1
4593,4
4599,1
4621,13
4624,26
4631,9
4661,0
4672,7
4689,0
4707,12
4711,6
4761,13
4769,0
4776,0
4853,13
4916,0
5362,26
5439,1
5492,23
5503,0
5506,1
5511,14
5581,13
5591,2
5594,-1
5601,0
5605,0
5628,0
5635,
5649,7
5652,
5656,2
5659,-1
5660,-1
5680,0
5681,26
5685,26
5698,21
5699,9
5702,16
5714,7
5716,-1
5718,7
5723,8
5726,
5729,0
5731,0
5732,2
5737,6
5742,0
5744,7
5745,1
5746,20
5747,0
5749,0
5752,5
5754,4
5755,23
5756,6
5757,16
5760,1
5766,6
5779,24
5786,17
5789,0
5791,1
5793,
5796,7
5797,
5799,16
5800,6
5802,-1
5806,0
5807,6
5811,-1
5814,0
5817,21
5820,8
5824,
5830,
5833,2
5835,1
5837,11
5839,0
5840,0
5841,9
5843,14
5845,
5848,
5849,11
5851,-1
5857,0
5858,0
5860,22
5863,-1
5866,
5867,7
5874,10
5877,0
5883,1
5885,0
5887,7
5889,26
5890,0
5895,15
5897,7
5901,0
5903,22
5908,22
5909,
5910,-1
5911,22
5914,0
5917,1
5918,13
5928,2
5930,16
5935,0
5936,0
5937,13
5942,0
5944,0
5947,
5948,7
5951,-1
5958,6
5960,9
5961,0
5965,26
5970,1
5971,7
5972,22
5976,1
5977,6
5980,7
5983,9
5985,15
5988,6
5989,9
5992,15
5994,13
5998,24
6004,7
6005,0
6009,23
6014,13
6015,0
6016,9
6017,4
6019,14
6020,0
6021,6
6024,0
6025,22
6026,
6027,0
6028,0
6030,6
6031,1
6042,1
6044,21
6046,-1
6047,1
6057,13
6062,0
6063,0
6065,0
6068,22
6070,0
6071,
6076,4
6078,0
6083,9
6084,12
6087,0
6091,0
6095,7
6100,7
6105,
6107,0
6108,6
6109,6
6110,0
6114,0
6115,24
6116,-1
6117,7
6120,0
6122,
6129,6
6130,23
6133,6
6134,13
6139,15
6141,13
6143,0
6146,
6147,20
6150,12
6152,
6153,0
6156,1
6159,0
6164,0
6166,13
6167,
6168,26
6175,6
6176,-1
6178,0
6179,
6180,0
6184,7
6187,0
6189,1
6195,
6196,22
6199,6
6200,4
6203,7
6205,4
6206,6
6207,
6211,
6216,0
6219,20
6222,0
6223,13
6224,0
6225,
6227,13
6230,16
6231,12
6233,6
6234,0
6238,19
6240,0
6241,13
6247,0
6249,0
6251,0
6255,0
6256,0
6260,15
6262,
6263,1
6265,4
6267,9
6270,23
6273,0
6274,0
6275,26
6276,12
6278,0
6282,-1
6286,7
6287,-1
6288,-1
6291,1
6294,0
6300,6
6301,0
6303,-1
6304,7
6307,21
6309,-1
6314,1
6317,-1
6323,26
6324,6
6331,0
6333,13
6334,0
6337,4
6339,-1
6347,9
6350,0
6352,0
6353,0
6354,0
6357,21
6358,7
6361,2
6364,0
6368,2
6377,13
6378,0
6382,20
6383,0
6384,14
6385,0
6387,0
6391,9
6396,23
6398,0
6399,
6400,22
6401,26
6403,0
6411,15
6413,24
6414,11
6415,8
6418,26
6420,1
6421,9
6426,23
6427,
6428,7
6429,8
6432,0
6434,15
6436,1
6437,1
6441,
6443,7
6445,19
6448,0
6449,0
6450,
6451,-1
6452,9
6454,19
6455,16
6460,0
6461,26
6465,6
6467,12
6469,8
6476,0
6478,21
6485,0
6486,6
6487,6
6488,-1
6491,0
6492,0
6495,12
6496,1
6505,12
6507,11
6511,13
6524,1
6535,0
6537,13
6546,
6549,0
6550,0
6551,0
6555,26
6557,4
6558,0
6559,11
6568,0
6569,10
6572,0
6577,6
6578,6
6580,6
6584,0
6587,6
6592,11
6593,9
6594,23
6597,24
6604,4
6605,0
6606,1
6609,6
6612,7
6617,14
6618,24
6619,12
6620,0
6621,0
6622,21
6623,0
6625,0
6628,13
6629,19
6630,0
6631,13
6632,0
6633,14
6634,16
6639,24
6642,0
6644,
6645,18
6646,0
6649,17
6653,16
6659,4
6662,1
6663,6
6664,0
6665,19
6666,0
6671,1
6672,0
6678,6
6680,1
6683,1
6684,0
6687,6
6692,0
6695,
6696,1
6698,6
6704,1
6709,0
6711,13
6713,0
6716,19
6718,
6719,22
6724,15
6725,6
6727,0
6730,13
6733,1
6736,0
6740,0
6745,1
6746,0
6748,0
6749,
6752,1
6753,
6755,7
6756,26
6759,26
6760,17
6766,14
6768,1
6770,
6771,0
6780,9
6783,10
6785,6
6789,0
